title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Regulations on Notarization in Anhui Province,18.11.2000,provincial,Anhui Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates notarization and protects personal privacy.,FALSE,3_local_regulations/安徽省公证条例(FBM-CLI.10.21634).txt,3_local_regulations
Regulations on the Protection of Minors in Jiangxi Province,30.07.2010,provincial,Jiangxi Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and privacy.,FALSE,3_local_regulations/江西省未成年人保护条例(FBM-CLI.10.439018).txt,3_local_regulations
Regulations on Volunteer Service in Guangdong Province (Revised in 2010),23.07.2010,provincial,Guangdong Province,FALSE,general,"['自愿加入或者退出志愿者组织', '参加志愿者组织的活动，接受与所参加的志愿服务活动有关的教育、培训', '获得志愿服务活动真实、准确、完整的信息', '获得参加志愿服务活动所必要的条件和安全保障', '要求志愿者组织帮助解决志愿服务过程中的困难和问题', '对志愿者组织的工作进行监督，提出建议、批评', '在自身生活有困难时优先获得志愿服务']","['志愿者组织应当建立注册制度、志愿服务时间累计和绩效评价制度，并建立志愿服务档案', '志愿者组织招募志愿者时，应当公告志愿服务项目和志愿者的条件、数量、服务内容以及风险等信息', '志愿者组织应当告知志愿者从事志愿服务活动时的风险，不得安排志愿者从事超出其自身能力的活动']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates volunteer service activities and rights.,FALSE,3_local_regulations/广东省志愿服务条例(2010修订)(FBM-CLI.10.444704).txt,3_local_regulations
Regulations on the Prevention and Handling of Personal Injury Accidents of Students in Guizhou Province (2020 Revision),25.09.2020,provincial,Guizhou Province,TRUE,general,[],[],['Education'],[],[],Regulates student safety and injury prevention.,FALSE,3_local_regulations/贵州省学校学生人身伤害事故预防与处理条例(...(FBM-CLI.10.4075792).txt,3_local_regulations
Regulations on Dust Pollution Prevention and Control in Haikou City (2022 Revision),01.06.2017,city,Haikou,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/海口市扬尘污染防治办法(2022修正)(FBM-CLI.10.5065498).txt,3_local_regulations
Regulations on the Development of New Energy Vehicle Industry Clusters in Anhui Province,28.12.2023,provincial,Anhui Province,TRUE,general,[],[],"['Information Transmission, Software & IT Services']",[],[],Regulates new energy vehicle industry development.,FALSE,3_local_regulations/安徽省新能源汽车产业集群发展条例(FBM-CLI.10.7331205).txt,3_local_regulations
Regulations on Promoting Community Medical Services in Xinzhou City,01.09.2023,provincial,Shanxi Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],[],['Information Processing'],Regulates community healthcare services and data protection.,FALSE,3_local_regulations/忻州市社区医疗服务促进条例(FBM-CLI.10.7294309).txt,3_local_regulations
Regulations on the Management of Low-altitude Traffic Construction in Zhuhai Special Economic Zone,21.11.2024,city,Zhuhai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Regulates low-altitude traffic and data management.,FALSE,3_local_regulations/珠海经济特区低空交通建设管理条例(FBM-CLI.10.8044444).txt,3_local_regulations
Tonghua City Community Governance Promotion Regulations,26.04.2023,city,Tonghua City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Regulations to enhance community governance and data protection.,FALSE,3_local_regulations/通化市社区治理促进条例(FBM-CLI.10.6950274).txt,3_local_regulations
Regulations on Labor Legal Supervision of Trade Unions in Inner Mongolia Autonomous Region,30.03.2021,provincial,Inner Mongolia Autonomous Region,FALSE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates labor rights protection and supervision.,FALSE,3_local_regulations/内蒙古自治区工会劳动法律监督条例(FBM-CLI.10.1707628).txt,3_local_regulations
Regulations on Social Credit in Jiangsu Province,29.07.2021,provincial,Jiangsu Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit system and individual rights.,FALSE,3_local_regulations/江苏省社会信用条例(FBM-CLI.10.4224951).txt,3_local_regulations
Measures for Implementing the Archives Law of the People's Republic of China in Zhejiang Province (Revised in 2004),28.05.2004,provincial,Zhejiang Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/浙江省实施《中华人民共和国档案法》办法(2004修...(FBM-CLI.10.53521).txt,3_local_regulations
Regulations on Government Information Disclosure of Guangdong Province,29.07.2005,provincial,Guangdong Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government information disclosure practices.,FALSE,3_local_regulations/广东省政务公开条例(FBM-CLI.10.69644).txt,3_local_regulations
Regulations on the Management of Marine Ranches in Rizhao City,04.01.2022,city,Rizhao City,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/日照市海洋牧场管理条例(FBM-CLI.10.4905189).txt,3_local_regulations
Shenzhen Municipal People's Congress Standing Committee Hearing Regulations (2019 Revision),25.07.2019,city,Shenzhen,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/深圳市人民代表大会常务委员会听证条例(2019修正...(FBM-CLI.10.1535357).txt,3_local_regulations
Chengde City Social Credit Promotion Regulations,30.10.2023,city,Chengde,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information management.,FALSE,3_local_regulations/承德市社会信用促进条例(FBM-CLI.10.7434615).txt,3_local_regulations
Measures for Implementing the Anti-Domestic Violence Law of the People's Republic of China in Xinjiang Uygur Autonomous Region,31.03.2020,provincial,Xinjiang Uygur Autonomous Region,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Promotes protection against domestic violence.,FALSE,3_local_regulations/新疆维吾尔自治区实施《中华人民共和国反家庭...(FBM-CLI.10.1583949).txt,3_local_regulations
Regulations on the Concentration of Administrative Punishment Authority in Zhuhai City (2012 Revision),06.02.2012,city,Zhuhai City,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/珠海市相对集中行政处罚权条例(2012修正)(FBM-CLI.10.581590).txt,3_local_regulations
Regulations on Volunteer Service in Zibo City,19.12.2008,city,Zibo City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates volunteer service and protects personal information.,FALSE,3_local_regulations/淄博市志愿服务条例(FBM-CLI.10.275077).txt,3_local_regulations
Regulations on Letters and Visits in Zhengzhou (2004 Revision),01.08.2004,city,Zhengzhou,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Protects citizens' rights in petitioning authorities.,FALSE,3_local_regulations/郑州市信访条例(2004修正)(FBM-CLI.10.60719).txt,3_local_regulations
Measures for the Implementation of the People's Mediation Law of the People's Republic of China in Guangdong Province,25.05.2016,provincial,Guangdong Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/广东省实施《中华人民共和国人民调解法》办法(FBM-CLI.10.1194358).txt,3_local_regulations
Zhuhai City Land Management Regulations,01.07.2007,city,Zhuhai,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/珠海市土地管理条例(2007)(FBM-CLI.10.173593).txt,3_local_regulations
Zhejiang Provincial Regulations on Scientific and Technological Progress (2023 Revision),28.09.2023,provincial,Zhejiang Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/浙江省科学技术进步条例(2023修订)(FBM-CLI.10.7186535).txt,3_local_regulations
Regulations on the Prevention of Juvenile Crime in Shanghai,18.02.2022,city,Shanghai,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to protect minors from crime.,FALSE,3_local_regulations/上海市预防未成年人犯罪条例(FBM-CLI.10.4921138).txt,3_local_regulations
