title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Henan Province Regulations on Lawyers Performing Their Duties,1991-01-03,provincial,Henan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/河南省律师执行职务若干规定(FBM-CLI.10.32668).txt,privacy
Luzhou City Civilized Behavior Promotion Regulation,2020-08-28,city,Luzhou City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/泸州市文明行为促进条例(FBM-CLI.10.1641115).txt,privacy
Guizhou Province People's Mediation Regulations,2020-07-31,provincial,Guizhou Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/贵州省人民调解条例(FBM-CLI.10.1617220).txt,privacy
Measures for Public Participation in the Formulation of Local Regulations of Gansu Province,2013-07-26,provincial,Gansu Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/甘肃省公众参与制定地方性法规办法(FBM-CLI.10.790152).txt,privacy
Hubei Province Implementation Measures for the Supervision Law of the Standing Committees of People's Congresses at All Levels of the People's Republic of China,2008-05-29,provincial,Hubei Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/湖北省实施《中华人民共和国各级人民代表大会...(FBM-CLI.10.232403).txt,privacy
Guangzhou Municipal Regulations on Law-based Administration,2016-12-01,city,Guangzhou City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/广州市依法行政条例(FBM-CLI.10.1246269).txt,privacy
Qinghai Province Budget Performance Management Regulation,2022-11-29,provincial,Qinghai Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/青海省预算绩效管理条例(FBM-CLI.10.5686795).txt,privacy
Measures for the Implementation of the Charity Law of the People's Republic of China in Jiangxi Province,2019-03-28,provincial,Jiangxi Province,True,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],,False,privacy/3_local_regulations/江西省实施《中华人民共和国慈善法》办法(FBM-CLI.10.1518449).txt,privacy
Hebei Province Lawyer Practice Protection and Regulation Ordinance,2017-09-28,provincial,Hebei Province,False,general,[],[],['Leasing & Business Services'],[],[],Regulates lawyer conduct and protects privacy in legal practice,False,privacy/3_local_regulations/河北省律师执业保障和规范条例(FBM-CLI.10.1407815).txt,privacy
Wenzhou City Private Financing Management Regulations,2013-11-22,provincial,Zhejiang Province,False,general,[],['Security & Management'],['Financial Intermediation'],[],['Information Processing'],Regulates private financing with data protection measures,False,privacy/3_local_regulations/温州市民间融资管理条例(FBM-CLI.10.795565).txt,privacy
Xiaogan City Civilized Behavior Promotion Regulations,2023-10-30,city,Xiaogan City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/孝感市文明行为促进条例(FBM-CLI.10.7289399).txt,privacy
Hebei Province Judicial Appraisal Management Regulations (2015 Amendment),2015-07-24,provincial,Hebei Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/河北省司法鉴定管理条例(2015修正)(FBM-CLI.10.1123257).txt,privacy
Measures for the Implementation of the Law of the People's Republic of China on the Protection of Minors in Tibet Autonomous Region (2009 Revision),2009-10-13,provincial,Tibet Autonomous Region,False,sensitive,[],[],"['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights including privacy and data protection,False,privacy/3_local_regulations/西藏自治区实施《中华人民共和国未成年人保护...(FBM-CLI.10.343525).txt,privacy
Nanning Volunteer Service Regulations,2011-07-01,city,Nanning City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/南宁市志愿服务条例(FBM-CLI.10.799815).txt,privacy
Hefei City Investment Environment Optimization Regulation,2006-11-03,city,Hefei City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/合肥市优化投资环境条例(FBM-CLI.10.117416).txt,privacy
Fuzhou Volunteer Service Regulations,2014-08-29,city,Fuzhou City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/福州市志愿服务条例(FBM-CLI.10.936336).txt,privacy
Guangxi Zhuang Autonomous Region Mental Health Regulations,2024-03-28,provincial,Guangxi Zhuang Autonomous Region,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Education']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects mental health data and patient privacy,False,privacy/3_local_regulations/广西壮族自治区精神卫生条例(FBM-CLI.10.7441421).txt,privacy
Wu Zhong City Civilization Behavior Promotion Regulation,2019-11-01,city,Wu Zhong City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/吴忠市文明行为促进条例(FBM-CLI.10.1541018).txt,privacy
Chongqing Women's Rights Protection Regulation (2008 Revision),2008-09-26,city,Chongqing City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/重庆市妇女权益保障条例(2008修订)(FBM-CLI.10.253316).txt,privacy
Hebei Province Peace Construction Regulation (2024 Revision),2024-09-25,provincial,Hebei Province,True,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education']",[],[],Enhances social governance and public safety without specific privacy measures,False,privacy/3_local_regulations/河北省平安建设条例(2024修订)(FBM-CLI.10.7804359).txt,privacy
Guiyang Municipal Government Data Sharing and Opening Ordinance,2017-05-01,city,Guiyang City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Promotes government data sharing with privacy protections,False,privacy/3_local_regulations/贵阳市政府数据共享开放条例(FBM-CLI.10.1268333).txt,privacy
Regulations on People's Mediation of Xinjiang Uygur Autonomous Region,2022-09-28,provincial,Xinjiang Uygur Autonomous Region,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/新疆维吾尔自治区人民调解条例(FBM-CLI.10.5577897).txt,privacy
Zibo City Local Chronicles Work Regulation,2009-10-30,city,Zibo City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/淄博市地方史志工作条例(FBM-CLI.10.359382).txt,privacy
Pingliang City Civilized Behavior Promotion Regulation,2024-09-26,city,Pingliang City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/平凉市文明行为促进条例(FBM-CLI.10.7841323).txt,privacy
Sichuan Province People's Mediation Regulations,2008-11-21,provincial,Sichuan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/四川省人民调解条例(FBM-CLI.10.262966).txt,privacy
Heilongjiang Province Anti-Domestic Violence Regulation,2023-12-24,provincial,Heilongjiang Province,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates domestic violence prevention and victim privacy protection,False,privacy/3_local_regulations/黑龙江省反家庭暴力条例(FBM-CLI.10.7331098).txt,privacy
Jiangxi Province Legal Aid Regulations,2013-11-29,provincial,Jiangxi Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/江西省法律援助条例(FBM-CLI.10.799441).txt,privacy
Shenzhen School Safety Management Regulations (2014 Amendment),2005-04-01,city,Shenzhen City,True,general,[],[],['Education'],[],[],,False,privacy/3_local_regulations/深圳市学校安全管理条例(2014修正)(FBM-CLI.10.1535329).txt,privacy
"Regulations on Suggestions, Criticisms and Opinions of Deputies to the People's Congress of Hunan Province (2023 Revision)",2016-12-02,provincial,Hunan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/湖南省人民代表大会代表建议、批评和意见工作...(FBM-CLI.10.6946361).txt,privacy
Shaoxing City Home-based Elderly Care Service Regulations,2021-12-01,city,Shaoxing City,True,general,[],[],['Health & Social Work'],[],[],Promotes elderly care services without specific privacy measures,False,privacy/3_local_regulations/绍兴市居家养老服务条例(FBM-CLI.10.4286840).txt,privacy
Decision of the Standing Committee of Wuhan Municipal People's Congress on Amending the Wuhan Legal Aid Regulations (2006),2006-10-01,city,Wuhan City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/武汉市人民代表大会常务委员会关于修改《武汉...(FBM-CLI.10.172896).txt,privacy
Guangdong Province Judicial Appraisal Management Regulations,2022-03-29,provincial,Guangdong Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates judicial appraisal to protect privacy and data security,False,privacy/3_local_regulations/广东省司法鉴定管理条例(FBM-CLI.10.5055694).txt,privacy
Guangzhou Disabled Persons' Rights Protection Regulations (2015 Amendment),2008-07-01,city,Guangzhou City,True,general,[],[],"['Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations']",[],[],"Protects rights of disabled persons, limited privacy mention",False,privacy/3_local_regulations/广州市残疾人权益保障条例(2015修正)(FBM-CLI.10.1427726).txt,privacy
Measures for Supervising Judicial Work by Standing Committees of People's Congresses at All Levels in Shanxi Province,2016-05-31,provincial,Shanxi Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/山西省各级人民代表大会常务委员会监督司法工...(FBM-CLI.10.1197902).txt,privacy
Heilongjiang Province Public Security Technical Prevention Regulations,2012-08-24,provincial,Heilongjiang Province,False,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates security tech to protect privacy and public safety,False,privacy/3_local_regulations/黑龙江省公共安全技术防范条例(FBM-CLI.10.654447).txt,privacy
Xinjiang Uygur Autonomous Region Administrative Law Enforcement Supervision Regulation,2023-11-23,provincial,Xinjiang Uygur Autonomous Region,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/新疆维吾尔自治区行政执法监督条例(FBM-CLI.10.7275429).txt,privacy
Qujing City Diversified Dispute Resolution Promotion Regulation,2022-03-01,city,Qujing City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/曲靖市多元化解纠纷促进条例(FBM-CLI.10.4852497).txt,privacy
Yunnan Province Petition Regulations (2017 Revision),2017-09-28,provincial,Yunnan Province,False,general,"['Know & Decide', 'Access & Copy', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates petition process and protects personal privacy,False,privacy/3_local_regulations/云南省信访条例(2017修订)(FBM-CLI.10.1420321).txt,privacy
Hangzhou Municipal Informatization Regulation,2005-06-01,city,Hangzhou City,True,general,[],[],[],[],[],General regulation on informatization without specific privacy measures,False,privacy/3_local_regulations/杭州市信息化条例(FBM-CLI.10.91851).txt,privacy
Hangzhou Smart Economy Promotion Regulation,2015-12-01,city,Hangzhou City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Education']",[],[],Promotes smart economy development with limited privacy focus,False,privacy/3_local_regulations/杭州市智慧经济促进条例(FBM-CLI.10.1181302).txt,privacy
