title,date_enacted,legal_status,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,folder
Regulations on Local Financial Supervision and Administration of Guangxi Zhuang Autonomous Region,22.09.2020,3_local_regulations,provincial,Guangxi Zhuang Autonomous Region,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Financial Intermediation'],[],"['Information Collection', 'Information Processing']",Regulates local financial organizations and consumer protection.,FALSE,3_local_regulations/广西壮族自治区地方金融监督管理条例(FBM-CLI.10.1638721).txt,privacy
Shaanxi Province Public Credit Information Regulations,24.11.2011,3_local_regulations,provincial,Shaanxi Province,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public credit information collection and use.,FALSE,3_local_regulations/陕西省公共信用信息条例(FBM-CLI.10.555079).txt,privacy
Regulations on the Prevention of Domestic Violence in Jiangsu Province,02.12.2021,3_local_regulations,provincial,Jiangsu Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects victims of domestic violence.,FALSE,3_local_regulations/江苏省反家庭暴力条例(FBM-CLI.10.4783942).txt,privacy
Regulations on Promoting Civilized Behavior in Hebei Province,30.05.2019,3_local_regulations,provincial,Hebei Province,TRUE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/河北省文明行为促进条例(FBM-CLI.10.1525147).txt,privacy
Gansu Province Advertising Regulations,29.11.2018,3_local_regulations,provincial,Gansu Province,FALSE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates advertising to protect consumer rights.,FALSE,3_local_regulations/甘肃省广告条例(FBM-CLI.10.1486229).txt,privacy
Shanghai Elderly Care Service Regulations (2023 Revision),28.12.2023,3_local_regulations,provincial,Shanghai,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates elderly care services and protects seniors' rights.,FALSE,3_local_regulations/上海市养老服务条例(2023修正)(FBM-CLI.10.7341569).txt,privacy
Chongqing Labor Security Supervision Regulations (2022 Revision),28.09.2022,3_local_regulations,provincial,Chongqing,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates labor rights and supervision.,FALSE,3_local_regulations/重庆市劳动保障监察条例(2022修正)(FBM-CLI.10.5582727).txt,privacy
Liaoning Province Multidimensional Prevention and Resolution of Conflicts and Disputes Regulations,25.09.2020,3_local_regulations,provincial,Liaoning Province,TRUE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/辽宁省矛盾纠纷多元预防化解条例(FBM-CLI.10.1643029).txt,privacy
Regulations on Letters and Visits in Xinjiang Uygur Autonomous Region (2022 Revision),29.07.2022,3_local_regulations,provincial,Xinjiang Uygur Autonomous Region,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Explanation']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public petition rights and privacy.,FALSE,3_local_regulations/新疆维吾尔自治区信访条例(2022修订)(FBM-CLI.10.5506573).txt,privacy
Chongqing Municipal Regulations on Body and Organ Donation,31.03.2016,3_local_regulations,provincial,Chongqing,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']",['Health & Social Work'],['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates body and organ donation processes.,FALSE,3_local_regulations/重庆市遗体和人体器官捐献条例(FBM-CLI.10.1178180).txt,privacy
Anhui Province Regulation on Optimizing the Business Environment (2024 Revision),17.11.2023,3_local_regulations,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates business environment and data protection.,FALSE,3_local_regulations/安徽省优化营商环境条例(2024修正)(FBM-CLI.10.8040918).txt,privacy
Fujian Province Judicial Appraisal Management Regulations (2022),30.03.2022,3_local_regulations,provincial,Fujian Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],NA,FALSE,3_local_regulations/福建省司法鉴定管理条例(2022)(FBM-CLI.10.5055174).txt,privacy
Liaoning Provincial Public Credit Information Management Regulations (2020 Revision),28.11.2019,3_local_regulations,provincial,Liaoning Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public credit information management.,FALSE,3_local_regulations/辽宁省公共信用信息管理条例(2020修正)(FBM-CLI.10.1666309).txt,privacy
Implementation Measures for the Protection of Minors in Hubei Province,30.11.1992,3_local_regulations,provincial,Hubei Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights and personal information.,FALSE,3_local_regulations/湖北省未成年人保护实施办法(FBM-CLI.10.9215).txt,privacy
Regulations on Legal Aid in Guangxi Zhuang Autonomous Region,03.12.2002,3_local_regulations,provincial,Guangxi Zhuang Autonomous Region,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],[],Provides legal aid services for citizens.,FALSE,3_local_regulations/广西壮族自治区法律援助条例(FBM-CLI.10.42633).txt,privacy
Regulations on the Protection of Minors and Prevention of Crimes in Hainan Province (2025 Revision),29.09.2021,3_local_regulations,provincial,Hainan Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights and prevents crimes.,FALSE,3_local_regulations/海南省未成年人保护和预防犯罪规定(2025修正)(FBM-CLI.10.8697882).txt,privacy
Regulations on Economic Responsibility Auditing of Legal Representatives of State-owned Enterprises in Heilongjiang Province,18.04.2002,3_local_regulations,provincial,Heilongjiang Province,TRUE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],[],Auditing responsibilities for state-owned enterprises.,FALSE,3_local_regulations/黑龙江省国有企业法定代表人经济责任审计条例...(FBM-CLI.10.41949).txt,privacy
Hunan Province Informatization Regulations,30.07.2004,3_local_regulations,provincial,Hunan Province,FALSE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/湖南省信息化条例(FBM-CLI.10.56210).txt,privacy
Regulations on Social Credit in Jiangxi Province,19.11.2021,3_local_regulations,provincial,Jiangxi Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information management.,FALSE,3_local_regulations/江西省社会信用条例(FBM-CLI.10.4719586).txt,privacy
Regulations on Social Security Card Integration in Sichuan Province,29.09.2024,3_local_regulations,provincial,Sichuan Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social security card data protection.,FALSE,3_local_regulations/四川省社会保障卡一卡通条例(FBM-CLI.10.7831421).txt,privacy
Anhui Province Legal Aid Regulations (2025 Revision),28.03.2025,3_local_regulations,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates legal aid services and protections.,FALSE,3_local_regulations/安徽省法律援助条例(2025修订)(FBM-CLI.10.8690442).txt,privacy
Chongqing Charity Regulations,22.07.2022,3_local_regulations,provincial,Chongqing,FALSE,general,[],"['Security & Management', 'Information Disclosure']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates charity activities and protects participants' rights.,FALSE,3_local_regulations/重庆市慈善条例(FBM-CLI.10.5489940).txt,privacy
Regulations on the Human Resources Market of Guangxi Zhuang Autonomous Region,24.03.2022,3_local_regulations,provincial,Guangxi Zhuang Autonomous Region,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates human resources market activities and data protection.,FALSE,3_local_regulations/广西壮族自治区人力资源市场条例(FBM-CLI.10.5053218).txt,privacy
Regulations on Promoting Civilized Behavior in Dehong Dai and Jingpo Autonomous Prefecture,24.12.2024,3_local_regulations,provincial,Yunnan Province,TRUE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/德宏傣族景颇族自治州文明行为促进条例(FBM-CLI.10.8637008).txt,privacy
Liaoning Province Property Management Regulations,30.11.2017,3_local_regulations,provincial,Liaoning Province,FALSE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/辽宁省物业管理条例(2017)(FBM-CLI.10.1420531).txt,privacy
